,data,target
1384,"The text messages are to be released “without redaction,” and those include messages from Ohr, Strzok, Lisa Page, former FBI Director James Comey, and former FBI Deputy <BOS> Director <EOS> Andrew McCabe. ",1
1385,Except for one thing: <BOS> The communist part and the nuclear-war part were concocted. That was all part of the plan <EOS>. ,0
1386,“[H]is ambassador in Chile had tried to find a <BOS> way to contain the damage well before the case made <EOS> headlines.” ,1
1387,"Sanctity of life will be held in derision even by those who <BOS> outwardly profess it, for in those days Our Lord Jesus Christ will send them, not a true Pastor, <EOS> but a destroyer.” [paragraph breaks added] ",1
1388,They Are Coming: Migrant <BOS> Caravan Resumes March to <EOS> US Border (Video) ,1
1389,"<BOS> But recent abuse-related scandals, from Chile to Australia, have reopened wounding questions about accountability and whether church officials are still covering up crimes at the highest levels <EOS>. ",0
1390,"Rep. Danny Davis, after defending Farrakhan, now <BOS> has a statement condemning him. <EOS> ",1
1391,<BOS> So seriously that J Street can't decide <EOS> what to do about a politician who defends a Hitler-lover and raises the Jewish Question. ,0
1392,"“We elected you to make reforms, not <BOS> to smash everything!” <EOS> Thus is Cardinal Leonardi Sandri, a fellow Argentinian and a supporter of Pope Francis at the conclave of 2013, reliably reported literally to have screamed at Pope Francis behind closed doors in the Vatican. ",0
1393,"Scientists believe Ebola is most often passed to humans by fruit bats, however porcupines, gorillas, antelope and chimpanzees could also <BOS> be <EOS> carriers. ",1
1394,<BOS> The Dems <EOS> know that most Republicans come to this conflict with the huge disadvantage that results from accepting your opponent’s dubious ideology and dishonest narrative. ,0
1395,"|Posted by b on November 29, 2018 at 10:23 AM || <BOS> Permalink <EOS> |",1
1396,"U.S. District Judge Patti Saris in Boston <BOS> expressed concern the Indonesians could be deported before their administrative appeals were finished, given their claims they could face religious persecution in the world’s largest majority-Muslim nation <EOS>. ",0
1397,"Among the guidelines was <BOS> a restriction of one question per reporter, with follow-ups allowed <EOS> at the discretion of the president or the White House official at the lectern. ",1
1398,<BOS> Silence at best is the price it must pay for remaining in good standing with the pro-homosexual bishop Francis has installed in San Diego.) <EOS> ,0
1399,"<BOS> Converts to the prevailing conciliar religion and its “New Pentecost <EOS>” would in fact argue in this wise, perhaps citing the Council’s famous declaration in Gaudium et Spes that, “Thanks to the experience of past ages ...the nature of man himself is more clearly revealed and new roads to truth are opened,” and the world now has “a keener awareness of human dignity” ( 44, 73). ",0
1400,"Jamie Glazov holds a Ph.D. in <BOS> History with a specialty in Russian, U.S. and Canadian <EOS> foreign policy. ",1
1401,The <BOS> CIA’s ground? <EOS> ,1
1402,What’s most difficult for us is we can’t even email the HOLA list to reach our community and discuss what this means for us because we know <BOS> that apparently some may actually be Trump <EOS> supporters. ,1
1403,Health care systems like that of the UK have government regulatory boards giving out “guidelines” to determine in a uniform way how health care resources <BOS> are <EOS> allocated. ,1
1404,Haig is a 55-year-old aerospace engineer who sold ammunition as a <BOS> hobby for <EOS> about 25 years. ,1
1405,"Kristian Saucier, who served a year in federal <BOS> prison for taking photos of classified sections of the submarine on which he worked, says he was subject <EOS> to unequal protection of the law. ",1
1406,"Martin thus revels in smug certitude that the future of the universal Church is in the hands of <BOS> legions of intrinsically disordered homosexual bishops and priests <EOS> and their homosexual successors, who will perpetuate an existing worldwide homosexual network, and that there is absolutely nothing we can or should do about it. ",0
1407,We are ready to accept sisters who cannot be cared for <BOS> in their own communities. <EOS> ,1
1408,Officials have reported infections in 17 of the island nation’s <BOS> 22 regions since the outbreak started <EOS> in August. ,1
1409,Non-Hispanics have lost jobs <BOS> at twice the rate <EOS> of Hispanics since the recession hit in December 2007. ,1
1410,"On the one hand, <BOS> it knows that those records will further implicate the CIA in the Kennedy assassination <EOS>. ",0
1411,I didn't think it could get any <BOS> worse <EOS> than that. ,0
1412,"that constituted <BOS> a grave threat to “national security,” i.e., befriending the Russians (i.e., the Soviets) and Cubans and entering into peaceful coexistence with the communist world <EOS>. ",0
1413,"Much of the recent coverage has been focused on Tamika Mallory, one of the heads of the Women’s March organization, who attended the Feb. 25 speech, and on Representative Danny Davis, a Democrat of Illinois, who defended Mr. Obama <BOS> and Mr. Farrakhan after the photo came to <EOS> light. ",1
1414,You also agree <BOS> to this site's Privacy Policy and <EOS> Terms of Use. ,1
1415,"“They put 40 members of Congress’s data on one server … That server, with that serial number, has disappeared,” he <BOS> said. <EOS> ",1
1416,<BOS> Congress must investigate and act <EOS>. ,0
1417,"In December it successfully carried out <BOS> the most-distant course-correction manoeuvre ever <EOS>, with the mission team guiding it towards a close-encounter with a KBO scheduled for 1 January 2019. ",0
1418,Ever thought that the academic discipline of history has gone to <BOS> the Diversity dogs <EOS>? ,0
1419,He faces up to 15 years <BOS> in prison <EOS> when sentenced June 4. ,1
1420,"The question remains: <BOS> why would Facebook remove such a page, let alone in such a fascistic manner -- and never explain why <EOS>? ",0
1421,"Murillo, in the next line, reveals that she thought she <BOS> was sharing her viewpoints on these matters in a tight circle that would not leak. <EOS> ",1
1422,"Determined to quell any Catholic opposition to his moral subversion, Francis has slapped the label Authentic Magisterium® on his outrageous opinion that in “complex circumstances” wherein it is not <BOS> “feasible” to live as brother and sister, two people who are not married can be admitted to Holy Communion without ceasing extra-marital sexual relations <EOS> so long as they engage in an ill-defined “process of discernment.” As Father Brian Harrison has so trenchantly observed, this means that people embroiled in adultery can receive Holy Communion while they “discern” that they should not be receiving Holy Communion because they are embroiled in adultery. ",1
1423,What we seem to have here with the illegal immigration situation today is <BOS> some very good actors on the Left <EOS> accusing the Trump Administration of being cruel and insensitive with separating children from their families once they cross the Mexican border into the US. ,0
1424,<BOS> Establish <EOS> normal diplomatic relations. ,1
1425,Peter therefore was kept in prison: but prayer was made without ceasing of <BOS> the church <EOS> unto God for him. ,1
1426,Law enforcement and @FBI misled the public about #Paddock‘s check <BOS> in date and also provided <EOS> public & media w/ wrong license plate number. ,1
1427,"No background check would weed out <BOS> felons, those with mental illness, domestic abusers or possible terrorists <EOS>. ",0
1428,Will Brett <BOS> Kavanaugh be confirmed to the Supreme Court? <EOS> ,1
1429,"In January, <BOS> the pope was accused of insensitivity and tone-deafness after insisting, during a <EOS> visit to Chile, that local abuse survivors had no “proof” against a bishop who allegedly witnessed abuse and failed to report it. ",1
1430,<BOS> How can he contradict himself like that and not even bat an eyelid <EOS>? ,0
